job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,No found,Kubernetes-Docker,No found,Agile-Security-CI CD-Version Control,0,0,5,0,2,4,0,1,2,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity,No found,No found,No found,Testing,0,0,4,0,0,1,0,1,2,3
Huntington- IN,Fort Wayne,United States,Mid senior,Remote,Software Developer,No found,Certified ScrumMaster,Organization-Leadership-Communication-Critical Thinking-Teamwork,JavaScript,AWS,No found,Agile-Web Development-Cloud Computing,0,1,5,1,1,3,0,1,1,3
Huntington- IN,Fort Wayne,United States,Mid senior,Remote,Software Developer,No found,Certified ScrumMaster,Communication-Critical Thinking-Leadership-Teamwork,JavaScript,AWS,No found,Agile-Web Development-Cloud Computing,0,1,4,1,1,3,0,1,1,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Hybrid,Software Developer,No found,No found,Interpersonal Skills-Communication-Problem Solving-Teamwork,SQL,No found,Bachelors,Project Management-Databases,0,0,4,1,0,2,1,1,0,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Hybrid,Software Developer,No found,No found,Communication-Teamwork-Adaptability,Java-CSS-SQL-HTML-Shell-JavaScript-Python,No found,No found,Security-Databases-Version Control-Data Science-Web Development,0,0,3,7,0,5,0,1,0,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,Java-CSS-SQL-HTML-JavaScript-Python,Spark,No found,Databases-Project Management-Networking-Agile-Web Development,0,0,6,6,1,5,0,1,0,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,No found,AWS-Vue.js-React-Azure-Angular-Jenkins-Google Cloud,No found,Testing-DevOps-Version Control-Agile-Cloud Computing-Web Development-CI CD,0,0,4,0,7,7,0,1,0,3
El Paso- TX,Socorro,United States,Mid senior,Onsite,Software Architect,No found,ITIL Foundation,Communication-Organization-Teamwork,No found,No found,No found,Agile-Security-Software Architecture-Project Management,0,1,3,0,0,4,0,1,2,3
Ciudad Juárez- Chihuahua- Mexico,Socorro,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker,No found,Networking-Databases-Version Control-Data Science,0,0,4,2,3,4,0,1,1,3
Ciudad Juárez- Chihuahua- Mexico,Socorro,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science,1,0,2,0,4,4,1,1,1,3
Florida- United States,Beverly Hills,United States,Associate,Remote,Software Developer,No found,No found,Communication-Organization,No found,No found,No found,Testing,0,0,2,0,0,1,0,0,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork,TypeScript-Python,Node.js-Kubernetes,No found,Agile,0,0,3,2,2,1,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,No found,SQL-JavaScript-HTML-Java,React-RESTful APIs,No found,Web Development-Databases-Version Control,0,0,0,4,2,3,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork-Adaptability-Creativity,Python,Django,No found,No found,0,0,4,1,1,0,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork-Adaptability,JavaScript-Python,RESTful APIs,No found,Testing-Web Development-Version Control,0,0,3,2,1,3,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity-Teamwork,TypeScript-HTML-JavaScript-CSS,AWS-Kubernetes-Node.js-React-Azure-Angular-Express-MongoDB-PostgreSQL-Docker-Redis-Google Cloud,No found,DevOps-Security-Databases-Project Management-Agile-Cloud Computing-Web Development,0,0,5,4,12,7,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,Java-SQL-Go-JavaScript-Python,Node.js-Kubernetes-AWS-Docker,No found,Testing-Databases-Agile-Web Development-Cloud Computing,0,0,4,5,4,5,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Ruby-Java-Perl-SQL-JavaScript-Python,Ansible-Puppet-Chef-MySQL-Docker-Jenkins,No found,Testing-DevOps-Version Control-Security-Databases-Agile-Web Development-CI CD,0,0,1,6,6,8,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Communication-Teamwork,TypeScript-JavaScript-Java,Node.js-Kubernetes,No found,Testing-Web Development-Version Control,0,0,2,3,2,3,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork,Scala,AWS-Kubernetes-React-MySQL-PostgreSQL-Docker-RESTful APIs,No found,Databases-Networking-Agile-Web Development-Cloud Computing,0,0,3,1,7,5,0,1,2,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Creativity-Communication-Teamwork,Java-SQL-Python,No found,No found,Networking-Testing-Databases,0,0,6,3,0,3,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,Go-SQL,No found,No found,Agile-Databases,0,0,4,2,0,2,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software Architect,English-Spanish,No found,Organization-Adaptability-Creativity-Communication-Teamwork,No found,React-RESTful APIs-AWS-GraphQL,No found,Testing-DevOps-Mobile Development-Web Development-Cloud Computing-CI CD,2,0,5,0,4,6,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software Developer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-Python,Kubernetes-Docker-Spring,No found,Testing-Databases-Data Science-Agile-Software Architecture,0,0,6,3,3,5,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-SQL-Scala-Python,AWS-Kubernetes-Docker-Jenkins-Terraform,No found,Testing-Databases-Version Control-Data Science-Agile-Cloud Computing,0,0,6,5,5,6,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Android Software Engineer,No found,No found,Problem Solving-Leadership-Decision Making-Creativity-Communication-Teamwork,Go-JavaScript-Kotlin,Node.js-Google Cloud-Azure-RESTful APIs,No found,Testing-Version Control-Mobile Development-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-TDD-CI CD,0,0,6,3,4,10,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Software System Engineer,No found,No found,Interpersonal Skills-Organization-Teamwork,Go-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,PhD,Data Science-Networking-Web Development-Cloud Computing-Software Architecture,0,0,3,2,5,5,1,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Remote,Android Software Engineer,No found,No found,Problem Solving-Leadership-Decision Making-Creativity-Communication-Teamwork,Go-JavaScript-Kotlin,Node.js-Google Cloud-Azure-RESTful APIs,No found,Testing-Version Control-Mobile Development-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-TDD-CI CD,0,0,6,3,4,10,0,1,1,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Empathy-Teamwork,No found,React,No found,Security-Web Development-Data Science,0,0,6,0,1,3,0,1,0,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication,JavaScript-Java,AWS-Kubernetes-Node.js-Spring-React-Azure-Express-PostgreSQL-Docker-Jenkins-RESTful APIs-Google Cloud-SOAP,No found,DevOps-BDD-Version Control-Security-Databases-Agile-Cloud Computing-Software Architecture-Mocking-TDD-CI CD,0,0,1,2,13,11,0,1,0,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Empathy-Teamwork,Python,AWS-Azure,No found,Testing-Data Science-Agile-Web Development-Cloud Computing,0,0,6,1,2,5,0,1,0,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,Critical Thinking-Leadership-Teamwork-Empathy,TypeScript-JavaScript-Python,GraphQL-React-Django-PostgreSQL-RESTful APIs,No found,Security-Web Development,0,0,4,3,5,2,0,1,0,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication,TypeScript-Go-JavaScript,AWS-PostgreSQL-Docker-Jenkins-Terraform,No found,Agile-Testing-Web Development-Cloud Computing,0,0,1,3,5,4,0,1,0,3
Florida- United States,Beverly Hills,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Empathy-Communication-Work Ethic-Teamwork,TypeScript-JavaScript,React-Angular,No found,Testing-Security-Data Science-Web Development-CI CD,0,0,6,2,2,5,0,1,0,3
North Kingstown- RI,Narragansett,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Python,No found,No found,Testing,0,0,6,1,0,1,0,1,2,3
Middletown- RI,Narragansett,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java-TypeScript-JavaScript-Python,React-PostgreSQL-Docker,No found,Agile-Testing-Web Development,0,0,1,4,3,3,0,1,2,3
Middletown- RI,Narragansett,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication,Java-Python,No found,No found,Testing-Security-Version Control-Networking-Software Architecture,0,0,1,2,0,5,0,1,2,3
Malibu- CA,Thousand Oaks,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,Python,PyTorch-TensorFlow,No found,Version Control-Data Science,0,0,4,1,2,2,0,1,2,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,TypeScript-JavaScript,React-AWS-Node.js,No found,Agile-Web Development-Cloud Computing,0,0,2,2,3,3,0,1,2,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,Java-JavaScript-Python,AWS-Kubernetes-Node.js-React-Hadoop-MySQL-Angular-Spark-MongoDB-Docker-Jenkins,No found,Testing-DevOps-Version Control-Security-Databases-Agile-Cloud Computing-Web Development,0,0,5,3,11,8,0,1,2,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Onsite,Software Architect,No found,No found,Problem Solving-Leadership-Organization-Decision Making-Creativity-Communication-Teamwork,Java-Scala-Python,Spark-AWS-Hadoop,No found,Security-Databases-Cloud Computing-Data Science,0,0,7,3,3,4,0,1,2,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Adaptability-Creativity-Communication-Teamwork,Java-Python,Node.js-Kubernetes-Hadoop-Spark-Terraform,No found,Testing,0,0,5,2,5,1,0,1,2,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,Go,RESTful APIs-AWS-PostgreSQL,No found,Web Development-Cloud Computing,0,0,0,1,3,2,0,1,0,3
Santa Monica- CA,Thousand Oaks,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,Go,RESTful APIs-AWS-PostgreSQL,No found,Web Development-Cloud Computing,0,0,0,1,3,2,0,1,0,3
Horsham- PA,Bordentown,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,No found,No found,No found,Version Control-Software Architecture,0,0,2,0,0,2,0,1,2,3
Trenton- NJ,Bordentown,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Testing,0,0,3,0,0,1,0,1,2,3
Lawrenceville- NJ,Bordentown,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Time Management-Leadership-Organization-Decision Making-Creativity-Communication-Critical Thinking-Teamwork,Java-Go-Shell-Python,AWS-Kubernetes-Spring-Docker-Jenkins-Terraform,Bachelors,Testing-Cloud Computing-Data Science,0,0,9,4,6,3,1,1,0,3
Princeton- NJ,Bordentown,United States,Mid senior,Hybrid,Software Architect,English,No found,Leadership-Organization-Adaptability-Negotiation-Creativity-Communication-Teamwork,TypeScript-JavaScript-Java,AWS-Kubernetes-Node.js-GraphQL-Spring-React-Azure-Docker-Terraform-RESTful APIs-Google Cloud,No found,DevOps-Version Control-Networking-Agile-Web Development-Cloud Computing-Software Architecture,1,0,7,3,11,7,0,1,0,3
Horsham- PA,Bordentown,United States,Mid senior,Hybrid,Software Developer,No found,No found,Communication-Decision Making-Problem Solving-Teamwork,TypeScript-CSS-SQL-HTML-JavaScript,RESTful APIs-PostgreSQL,No found,Agile-Databases-Web Development-Software Architecture,0,0,4,5,2,4,0,1,0,3
Bensalem- PA,Bordentown,United States,Mid senior,Hybrid,Software Developer,No found,No found,Communication-Leadership-Teamwork-Creativity,PHP,Laravel-Symfony,No found,No found,0,0,4,1,2,0,0,1,0,3
Jamison- PA,Bordentown,United States,Mid senior,Hybrid,Full Stack Software Developer,No found,No found,Communication-Leadership-Teamwork-Creativity,PHP,Laravel-Symfony,No found,No found,0,0,4,1,2,0,0,1,0,3
Princeton- NJ,Bordentown,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,SQL-Go-JavaScript-Python,AWS-Django-Azure-Hadoop-Angular-Spark-MongoDB-Jenkins-RESTful APIs-Google Cloud-Flask,No found,Testing-Databases-Data Science-Web Development-Cloud Computing,0,0,5,4,11,5,0,1,0,3
Princeton- NJ,Bordentown,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Python,Kubernetes-Docker-Jenkins,No found,CI CD-TDD-Testing-BDD,0,0,6,2,3,4,0,1,0,3
Mount Laurel- NJ,Bordentown,United States,Mid senior,Hybrid,Security Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,Java-CSS-SQL-HTML-Shell-JavaScript-Python,AWS-Kubernetes-Ansible-Puppet-Azure-Docker-Jenkins-Terraform,No found,Testing-DevOps-Version Control-Security-Databases-Data Science-Networking-Agile-Cloud Computing-Web Development,0,0,6,7,8,10,0,1,0,3
Horsham- PA,Bordentown,United States,Mid senior,Hybrid,Software Developer,No found,No found,Decision Making-Teamwork,TypeScript-HTML-JavaScript-CSS,React-RESTful APIs-Node.js-PostgreSQL,No found,Agile-Databases-Web Development-Software Architecture,0,0,2,4,4,4,0,1,0,3
Princeton- NJ,Bordentown,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Organization-Teamwork,TypeScript-HTML-JavaScript-Java,Kubernetes-Spring-React-Angular-Docker,No found,Testing-DevOps-Version Control-Agile-Web Development-CI CD,0,0,3,4,5,6,0,1,0,3
Lawrenceville- NJ,Bordentown,United States,Mid senior,Hybrid,IOS Software Engineer,No found,No found,Time Management-Leadership-Organization-Creativity-Communication-Teamwork,Objective-C-Go-Swift,No found,No found,Mobile Development-Testing,0,0,6,4,0,2,0,1,0,3
Aintree- England- United Kingdom,Preston,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Communication-Teamwork,No found,No found,No found,Testing-Version Control,0,0,2,0,0,2,0,0,2,2
Greater Manchester- England- United Kingdom,Preston,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,JavaScript,Node.js-AWS,No found,Agile-Cloud Computing-Project Management,0,0,3,1,2,3,0,1,0,2
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Communication-Teamwork,Java,PostgreSQL-Redis,No found,Databases-Cloud Computing,0,0,5,1,2,2,0,1,2,0
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,Software Engineer,No found,No found,Decision Making-Teamwork-Adaptability-Creativity,TypeScript-Ruby-Java-Go-SQL-JavaScript-Python,AWS-Kubernetes-React-Azure-Express-Docker-Jenkins,No found,Security-Testing-Version Control-DevOps-Databases-Cloud Computing-Web Development,0,0,4,7,7,7,0,1,2,0
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,AI Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,Java,Kubernetes-Ansible-Docker-Jenkins-RESTful APIs,No found,Agile-Security-Version Control,0,0,4,1,5,3,0,1,2,0
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Java,PostgreSQL-Redis,No found,Databases,0,0,2,1,2,1,0,1,2,0
Greater Melbourne Area,Melbourne,Australia,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Leadership-Teamwork,No found,Node.js-Azure,No found,Testing-Cloud Computing-DevOps,0,0,4,0,2,3,0,1,2,0
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,AI Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,Java,Kubernetes-Ansible-Docker-Jenkins-RESTful APIs,No found,Agile-Security-Version Control,0,0,4,1,5,3,0,1,2,0
Melbourne- Victoria- Australia,Melbourne,Australia,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Teamwork,TypeScript-Python,Kubernetes-Azure-Angular-PostgreSQL-Docker-Terraform,No found,DevOps-Databases-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-CI CD,0,0,6,2,6,8,0,1,2,0
